mask,closed_border,social_restrictions,space_closures,state_of_emergency,testing_screening,mask_prior,closed_border_prior,social_restrictions_prior,space_closures_prior,state_of_emergency_prior,testing_screening_prior,New_cases,New_deaths
0,0,0,0,0,1,1,0,1,1,0,1,-0.05694227616970373,0.26103284095112755
0,0,0,1,0,0,0,0,0,1,0,0,-0.6979593525345136,-1.5329549829645719
0,0,0,0,1,0,1,0,1,1,0,0,0.39535742420175934,-0.7510847417385235
0,1,0,0,1,1,1,0,0,1,0,0,-0.18692467044570812,0.08261813788358069
0,0,0,0,0,1,1,0,1,1,0,1,-0.11518206139917095,2.312014370260426
0,0,0,0,0,1,1,0,1,1,0,0,0.26806577940568216,0.08211341904302553
0,1,0,0,1,1,1,0,1,1,0,1,-0.04871222423773743,-0.5941263922185572
1,0,0,0,1,0,1,0,1,0,0,1,-1.1736085437815087,-0.8425185142922482
0,0,0,0,0,1,1,0,1,1,0,1,1.0512717129105607,0.8534323681683693
0,0,0,0,1,0,1,0,0,1,0,0,-1.4079398643967536,0.2087847979470105
0,0,0,0,0,1,1,0,0,0,0,1,-0.7976372308847196,0.06897683088369459
1,0,0,0,1,0,1,0,1,1,0,1,-2.0929718561877766,-1.1216008963640842
0,1,0,0,0,0,1,0,1,1,0,0,-1.5777880417367849,-0.16188645421480732
1,0,0,0,1,0,0,0,0,0,0,0,-0.1929045582968559,-0.3339202110435201
0,0,0,0,0,0,0,0,1,1,0,1,0.11207396627453285,0.3396224376669287
0,0,0,0,0,1,1,0,1,1,0,1,-0.5860825535154432,0.9123702973768386
0,0,0,0,0,1,1,0,1,1,0,0,-1.2558156007375294,1.160705827499562
0,0,0,0,0,1,1,0,1,0,0,0,-0.602130049628767,0.20492109306769377
0,0,0,0,0,1,0,0,1,1,0,1,-1.9555977167613958,-0.5190811151551928
0,0,0,0,1,0,1,0,1,1,0,0,0.8461231109446266,1.8340379085274157
0,0,1,1,0,0,1,0,0,0,0,1,0.11216025083516146,0.15435317389305617
0,0,0,0,1,1,1,0,0,0,0,1,-1.1426194510765302,0.4459788537600865
0,1,0,1,0,0,1,0,1,0,0,0,-2.389745201344684,0.5280457823322612
1,0,0,0,0,0,1,0,1,0,0,1,0.07149326166963729,-0.9106365417187686
0,0,0,1,1,0,0,0,1,1,0,0,0.16541142428145716,-0.632196751615297
0,0,0,0,0,1,1,0,0,1,0,0,1.20046865087212,0.41017497635572486
0,0,0,0,0,0,1,0,0,0,0,0,-0.26216730849792363,0.8953185721086456
0,0,0,0,0,1,1,0,1,1,0,0,1.283489552444875,-0.2838691433167138
0,1,0,0,0,1,1,0,1,1,0,0,-0.3342162991274757,-0.1102394793180294
1,0,0,0,1,1,1,0,1,0,0,1,1.0307695717492147,0.04297090247054534
0,0,0,1,0,1,1,0,1,1,0,1,1.9736104622944426,-0.11567429583189855
0,0,0,0,0,0,1,0,1,0,0,0,-1.2129664874885264,-0.7579480728254904
0,0,0,0,0,1,1,0,0,1,0,1,0.2287833051394929,-0.6833050087751678
0,0,0,0,0,1,1,0,0,1,0,1,-1.1658887829256976,-0.4745357063112389
0,0,0,0,1,1,1,0,0,1,0,0,-0.1020252319591992,-0.23846531178024424
1,0,0,0,1,0,1,0,0,1,0,1,2.2497096030516106,-0.40730509940233645
0,0,0,0,0,1,1,0,0,0,0,0,0.9504433868421989,-0.08523717255529968
0,0,0,0,0,0,0,0,1,1,0,1,-1.685145168137038,0.5567704107712368
0,0,0,0,1,0,1,0,1,0,0,0,-0.10313857970892648,-0.040640504271884544
0,1,0,0,0,1,1,0,0,0,0,1,-2.232539047862179,0.7502081860762525
0,0,0,0,0,1,0,0,1,1,0,1,0.3860168539171392,-2.292716886110097
0,0,0,1,0,0,1,0,0,1,0,0,1.2981359728680453,1.342514783071123
0,1,0,0,0,1,0,0,1,1,0,0,1.0923084714133584,0.9917338520785199
0,0,0,1,1,1,1,0,1,1,0,1,0.1177200639360797,0.47980287522768733
0,0,1,1,0,0,1,0,0,1,0,1,0.9133829267369107,1.5167340493708723
0,1,0,1,0,1,0,0,1,1,0,0,0.1563955248767332,0.6846014554792572
0,1,0,1,0,1,1,0,0,1,0,1,0.16516916515821384,-0.5314841869657213
0,0,0,1,0,0,0,0,0,1,0,0,0.24983177629942438,0.6010658187797235
0,0,0,0,0,0,0,0,1,1,0,1,0.339997082638623,1.2063030573953064
0,0,0,0,0,0,1,0,1,1,0,1,-0.4113050003119329,-1.2800580671588349
0,0,0,0,1,1,1,0,1,1,0,1,1.0077635701490244,0.6070104841086307
0,0,0,0,0,1,0,0,1,1,0,0,-0.8806227003679005,0.815938659628224
0,0,0,0,1,0,1,0,1,1,0,1,0.1370902263288891,1.326065873269355
1,0,0,0,0,1,1,0,1,1,0,1,0.015000034230293268,0.42111034851911044
1,0,0,1,1,0,1,0,0,1,0,0,0.8652378503110084,-2.1777390711114495
0,0,1,0,0,0,1,0,1,1,0,0,0.23356132035009614,0.24037113116785636
0,0,0,0,0,1,1,0,1,1,0,1,0.3599646008478973,0.18424939996434975
0,0,0,0,1,1,1,0,0,1,0,0,1.4723377053698958,-0.6377838333470557
0,0,0,0,0,0,1,0,0,1,0,0,0.518520107977201,1.348288475553878
0,0,0,0,0,0,1,0,1,0,0,1,0.5389288413429753,0.10621622311484769
0,0,0,0,0,1,0,0,0,1,0,0,-1.160691539265438,0.9484761879227784
0,0,0,0,0,0,1,0,1,1,0,0,1.076190825541938,1.141707858249613
0,0,0,0,1,1,1,0,1,1,0,0,-2.158839448347695,0.7612894669488114
0,0,1,0,1,1,1,0,1,1,0,1,0.1649338120585415,-0.8058124943233236
0,0,0,0,0,1,1,0,0,1,0,0,0.022029179552790448,-1.2989588903572364
0,0,1,0,0,1,1,0,1,1,0,0,-0.8699706948850436,-2.0983893087547147
0,0,0,1,0,0,1,0,0,1,0,0,0.12030714317398507,-1.6705070352066056
0,0,0,0,0,1,1,0,0,1,0,1,1.0190198675353832,0.6692948092017003
0,1,0,0,0,1,1,0,0,0,0,0,-0.6536216601256065,0.0975648737884723
0,0,0,0,0,1,1,0,1,1,0,0,1.0018266707347085,1.0817093781098266
0,1,0,1,0,1,0,0,1,1,0,0,-0.09118106114695068,-0.9847186380613716
0,0,0,0,0,0,1,0,0,1,0,0,-1.314593745264975,-0.16472264062713896
0,1,0,0,0,0,1,0,1,1,0,0,1.734966966071795,0.6655457168042979
0,0,0,0,0,1,1,0,1,1,0,1,-0.8729472511550621,1.586928782112385
1,0,0,1,1,1,1,0,0,1,0,1,-0.1384223214131326,0.47914254698843134
0,0,0,0,0,0,1,0,0,1,0,0,0.9059931059292062,0.09584076781157067
0,0,1,0,0,0,1,0,0,1,0,1,-1.516429802520669,1.3966784147623137
0,0,1,1,0,0,1,0,1,1,0,0,0.504423491670386,0.688829145792089
0,0,0,0,0,0,1,0,0,0,0,1,0.6026059861172149,0.8111872195053063
0,1,0,0,1,0,1,0,1,1,0,1,0.4893821131722673,1.2920820052823554
0,0,0,0,1,0,1,0,1,0,0,1,0.323970226137953,-0.5938480483215743
0,0,0,1,0,1,1,0,1,1,0,0,0.30710296235368395,1.2992775290351863
0,0,0,0,1,0,0,0,0,1,0,0,0.6276373571869792,0.607987315136376
0,1,0,0,0,0,0,0,1,1,0,1,-0.37086075371049143,-1.0436008654379751
1,0,0,1,0,0,1,0,0,1,0,0,-0.4955155594178729,-0.10037597874302802
0,1,0,0,0,1,1,0,1,1,0,1,-0.8483094935098355,1.4090618054216673
0,0,1,0,0,0,1,0,1,0,0,0,-1.0914690871377524,1.4194073659128439
0,0,1,0,1,1,1,0,0,1,0,1,-0.12964623872288403,0.5023814995070024
0,0,1,0,0,1,1,0,0,1,0,1,-0.729815661590052,0.11195529924031765
0,1,0,0,0,0,1,0,1,1,0,0,-0.7938670813112122,-0.9070610172104733
0,0,0,0,0,0,1,0,1,1,0,1,1.809889614446573,-0.9751415856321373
0,0,1,0,0,1,0,0,0,1,0,0,-1.1702234763316972,-1.4180551868055056
0,1,0,0,0,1,1,0,1,1,0,1,-1.2604745183658623,0.12999589374243217
0,1,0,0,0,1,1,0,1,0,0,0,0.07509278111484487,0.4160645121491524
0,0,0,0,0,1,1,0,1,0,0,0,0.5201628397257351,-1.7214573609181463
0,1,0,0,0,0,1,0,1,1,0,0,1.5325579442256627,-2.379191225395384
0,0,0,1,1,0,1,0,1,1,0,0,-0.35222641648595804,-0.5864632526141758
0,0,0,0,0,1,1,0,0,1,0,1,-0.6972765912391136,-0.6904122066950868
0,0,0,1,1,0,0,0,0,1,0,0,-1.0544727718827098,-0.6231638804086445
0,0,0,0,1,1,0,0,1,1,0,0,-0.0842913424203201,-0.6908916773603606
0,1,1,1,1,1,0,0,0,1,0,1,0.021435647438445192,0.990391349929867
0,0,0,0,1,0,1,0,1,1,0,0,1.6389923048727524,-0.16456415977898814
0,0,0,0,0,1,1,0,1,1,0,1,1.8216507881632404,1.390254981987045
0,0,0,1,0,0,0,0,1,0,0,0,0.1744435296755278,1.276513857047753
0,0,0,0,0,1,1,0,1,0,0,0,1.7647839069555453,-0.04853561696987467
0,0,0,1,1,1,1,0,0,1,0,1,-0.9911959099482172,0.2637739562672849
0,1,0,0,1,1,1,0,1,1,0,0,-0.8307147414715832,-1.7368333937643414
0,1,0,0,0,1,1,0,1,1,0,1,-0.8692131275361544,-2.8934594948968937
0,1,0,0,0,1,1,0,1,0,0,1,1.4262977403106132,0.06067926006216615
0,0,0,1,1,0,1,0,0,0,0,0,0.2724642881632409,-0.6174711121845695
0,0,0,0,1,0,0,0,1,0,0,0,-0.24972034759941625,-0.9167222822155322
0,0,1,0,1,1,1,0,1,1,0,1,-1.189535599031167,0.8646162898023488
0,0,0,0,0,1,1,0,1,1,0,0,-2.201916367856613,-0.4398946027474317
0,0,0,0,1,1,1,0,1,1,0,1,0.3006332448748439,0.25696291130887317
0,1,0,0,0,0,1,0,0,1,0,0,0.6049689217058721,-0.04975737026304345
0,0,1,0,0,1,1,0,1,1,0,0,-0.6734851422671693,-0.010986387483878386
0,0,0,1,1,0,0,0,1,1,0,0,0.6214707965916119,0.6777267737550918
0,0,0,1,1,0,1,0,0,1,0,1,-1.791486768013663,0.8461277078568515
0,0,0,0,0,1,1,0,0,1,0,0,-0.5234440175323333,0.9451748480465549
0,0,0,0,0,0,1,0,1,1,0,1,0.190777037749131,1.7185123929744495
0,0,0,0,0,0,0,0,1,0,0,0,0.12926810533863467,0.09501084163880132
0,1,0,0,0,1,1,0,0,1,0,0,0.5672466206788263,0.1982009298923591
0,1,0,0,0,1,1,0,1,1,0,1,0.8071186514621277,-1.3570002449073886
0,1,0,0,0,1,1,0,0,0,0,1,0.08650147926898534,-1.0994765529659132
1,0,0,0,0,1,1,0,1,1,0,0,-1.5699326861862626,1.424723507266801
0,0,0,0,0,0,1,0,0,0,0,0,-0.6996826461107387,-0.7470986097888804
1,0,1,0,1,1,1,0,1,1,0,0,-0.9707125936543235,1.0148550053261391
0,1,1,0,0,0,1,0,0,1,0,1,0.6584335836512452,2.500561616769625
0,0,0,0,0,1,1,0,1,1,0,1,0.9688760607437639,0.9232424836850106
0,0,0,0,0,1,0,0,1,1,0,1,0.1384527408810248,-0.8567493600220355
0,0,1,0,0,0,0,0,1,1,0,1,-0.5355851762833846,-2.0692587948984418
0,1,1,0,0,1,1,0,0,1,0,1,0.016607176149939017,-1.121748861112861
0,0,0,0,0,0,1,0,1,1,0,0,-1.1077729083215684,-0.23240830659790468
0,1,0,0,0,0,1,0,0,0,0,1,0.6673672218273641,-0.3911453471272141
0,0,0,0,1,1,1,0,1,1,0,0,-0.8524673053813332,-0.6994231246572514
0,1,0,0,0,1,1,0,0,1,0,1,0.41272645526785023,-1.0923274546578843
0,1,1,0,1,1,1,0,0,1,0,0,-0.5960077552272003,1.3052777140854122
0,1,0,0,1,0,0,0,1,1,0,1,-0.9871467823884164,-0.09199836328259112
0,0,0,1,0,1,1,0,0,0,0,0,-0.11565060733788522,0.1730586930706884
0,0,1,0,0,0,1,0,1,1,0,1,-0.7560207039618543,-0.5175669991779884
0,1,0,0,0,1,1,0,0,1,0,1,-0.08918395219050122,1.2305895192840255
0,0,0,1,1,0,1,0,1,1,0,0,1.3444744364625751,-0.08571040820395608
0,1,0,0,1,0,1,0,1,0,0,1,0.6851637252656239,-0.3608688335571864
0,0,0,0,0,0,1,0,0,1,0,1,-0.9695579791790084,0.12991178770358852
0,1,0,0,0,1,1,0,1,1,0,0,0.08749683896290958,-0.5939353685098779
0,0,0,0,0,1,1,0,1,1,0,0,-1.8406298568775386,0.22869871701534264
0,1,0,0,0,1,1,0,0,1,0,1,0.539503121643359,-1.000702048284703
0,1,0,0,0,1,1,0,0,1,0,0,-0.4508351429831391,-0.10852140799202022
0,1,0,0,1,0,1,0,0,1,0,0,-0.8801480117208292,-0.37391290298408913
1,0,0,1,1,1,1,0,1,1,0,1,-1.147733640471037,-0.5056379398778513
0,0,0,0,0,0,1,0,0,1,0,0,-0.29101562611703513,-0.05609489398108901
0,0,0,0,0,0,1,0,1,1,0,1,-0.6168346194552894,-0.25097534277680783
0,0,0,0,0,1,1,0,0,1,0,1,1.1933781908794747,-0.45803046491867233
1,0,0,0,0,1,0,0,1,1,0,0,0.017987239253652754,-0.8007420167204644
0,0,0,0,1,1,1,0,1,0,0,0,-0.09268071609705231,-0.4275849140641833
0,0,0,0,0,1,1,0,0,1,0,0,0.04452962640373638,1.0630365777422095
0,0,0,1,1,1,1,0,0,1,0,1,-0.09856948614026934,-2.544341802920661
0,0,0,0,0,0,1,0,1,1,0,0,-1.1700336301790315,1.6830444212406999
0,0,0,0,1,0,1,0,1,0,0,0,-0.45130293683019307,1.934254099953012
0,0,0,0,1,1,1,0,1,0,0,1,-1.7536708827575833,-0.44428034023191687
0,0,0,0,0,0,1,0,1,1,0,0,0.27646014802191554,-0.14340390953929757
1,0,0,0,0,0,1,0,1,1,0,1,-2.6233657090997298,-0.10393305423230628
0,0,0,0,0,0,1,0,1,1,0,1,1.957955833086854,1.927722581985853
0,0,1,0,1,0,1,0,1,1,0,1,1.4997315653089514,0.8240248033271964
0,0,0,0,1,0,1,0,1,0,0,0,-0.12664978413555622,0.23575302046616628
0,0,0,1,1,1,1,0,0,1,0,0,1.1043918147234693,-0.029686624793941224
0,0,0,0,0,1,1,0,1,0,0,1,-0.7661600931613284,0.585172229385755
0,0,0,0,0,0,1,0,1,0,0,0,-2.1822356393681126,0.3068512900214953
0,0,0,0,1,0,1,0,0,1,0,0,-0.3167736453285057,-0.11250561544603921
0,0,0,1,1,0,1,0,1,1,0,0,-1.1301787169944881,1.1296202502371033
1,0,0,1,0,1,1,0,1,0,0,0,-0.6913056128832565,1.7162290488760152
0,0,0,1,1,1,1,0,0,0,0,0,0.6296580207399215,-0.5392788704651275
0,1,0,0,0,0,0,0,0,1,0,1,0.5827338029474094,1.6057284943642018
0,0,0,1,0,1,1,0,1,1,0,0,-1.134569165358817,1.3704599090443825
0,0,0,0,1,1,1,0,0,1,0,0,-0.8608670957200942,0.7880734895572801
0,1,0,0,0,0,1,0,1,1,0,0,-1.2696493868191865,0.6137959944647912
1,1,0,0,0,1,1,0,1,1,0,0,0.3857528426483793,-1.1511339545636095
0,0,0,0,0,1,1,0,1,1,0,1,0.6644867373654778,1.2429615618197993
0,0,0,0,1,1,1,0,1,1,0,1,0.19994595358222164,1.4543753534934256
0,1,0,1,1,1,1,0,1,1,0,1,-0.3725680328381646,1.6879772284209964
1,0,0,1,0,0,1,0,1,1,0,1,0.9804581926320562,0.028342031482423202
0,0,1,0,1,0,1,0,1,1,0,1,-0.7283375991443058,-0.8108772350942226
0,0,0,1,1,1,0,0,1,0,0,0,-0.7812273805999652,0.08428494393711349
0,1,0,0,0,1,0,0,1,1,0,1,-0.8195198970252295,0.07002285221507609
0,1,0,1,0,1,1,0,1,1,0,1,0.13599669057887062,0.6250351571535853
1,0,0,0,0,0,1,0,1,1,0,1,0.0975679795202201,1.1206257368571024
0,0,0,0,0,0,1,0,1,0,0,1,-2.28658104473791,-0.8846257967450256
0,0,0,0,0,0,1,0,0,1,0,0,-0.48613275211544776,0.3042404712578789
0,0,0,0,1,1,0,0,1,1,0,0,1.1622489935625642,0.3351220701277894
0,0,0,0,0,0,0,0,0,1,0,1,0.29325613028133657,-0.4474079518764104
0,0,0,0,0,1,1,0,1,1,0,0,0.6382126392117696,0.6582504966760288
0,0,0,0,0,0,1,0,0,0,0,1,-2.2974616878657588,-2.231318968411635
0,0,0,1,1,0,1,0,1,1,0,1,0.42626156704382545,0.06570362446661929
0,0,0,0,1,0,1,0,0,1,0,0,-0.7533822214884718,0.3901479984952004
0,0,0,0,0,0,0,0,1,0,0,0,-0.7795218782160929,-0.36403433889206577
0,0,0,1,1,0,1,0,0,1,0,0,-0.7606880002073422,0.5726142558943916
0,0,1,1,0,1,1,0,0,1,0,0,-0.9424957092762368,0.012773445304907231
0,0,0,0,1,1,0,0,1,1,0,0,-0.595827721621543,-1.7376639896396016
0,1,0,0,0,1,0,0,0,1,0,1,-0.6895067266119311,0.021614755750538006
0,0,0,0,1,1,1,0,1,0,0,1,-1.1765490801374827,0.5460296900913896
0,0,0,0,0,1,1,0,0,0,0,0,-2.1523671404758,0.2375912997958191
0,0,0,0,1,0,1,0,0,1,0,0,-0.07967798883548029,0.00846624351432186
0,0,0,0,0,1,1,0,1,1,0,1,-1.355972856009925,-0.00981902669417463
0,0,0,0,0,1,1,0,1,1,0,0,1.9713203965454325,0.2950912149895779
1,1,0,0,0,0,1,0,0,1,0,0,0.2673373269227018,0.38953933202295865
0,0,0,1,1,0,1,0,0,1,0,0,2.13233499720246,0.1609606159186273
0,0,0,0,1,0,1,0,1,0,0,1,-0.9475345202183847,0.18437795610612767
0,0,0,0,1,0,0,0,1,1,0,1,-0.38483966773736883,-0.7170265357202478
0,0,1,0,0,1,1,0,0,0,0,1,1.7558361433181457,-0.793496720239137
0,0,0,0,0,0,1,0,0,1,0,0,0.7842264675737479,-0.4913004607742636
0,0,0,0,1,1,0,0,0,1,0,0,0.7102260863509104,2.727775604488074
0,0,0,0,0,1,1,0,1,1,0,0,0.4514560002122427,0.6072772824571561
0,1,0,0,0,1,0,0,0,1,0,1,-1.6789008519359354,1.7312222212136703
0,0,0,0,0,1,1,0,0,1,0,0,-0.1752484859601433,0.6866087277419489
0,0,0,0,0,0,1,0,0,1,0,1,-1.7044328750379265,0.9012251036105957
0,1,0,0,0,0,1,0,0,1,0,1,-0.837475692419729,-1.1424848639243121
0,1,0,1,0,1,0,0,0,1,0,0,-0.6426653319320068,-0.2726949285739453
0,0,0,0,0,1,1,0,0,1,0,0,0.33965219890571097,0.06622996706193485
0,0,0,1,1,1,1,0,1,0,0,1,0.3921917822438958,-0.7685692595302638
0,0,0,0,0,0,1,0,0,1,0,1,-0.1363268187508922,-1.0009599280939898
1,0,0,0,0,1,1,0,1,1,0,1,-0.5607395193845511,0.8310983205948769
0,0,0,0,1,1,1,0,0,1,0,1,1.3582310502990027,0.7147217972900419
0,0,0,0,0,1,1,0,0,1,0,0,0.4224836896073055,-0.595465196082826
0,0,1,1,0,0,0,0,0,1,0,1,-0.06034568155308816,1.0071208673739573
0,0,0,1,0,0,1,0,1,1,0,1,1.6439588418624738,-0.8497213452713291
1,1,0,0,0,0,0,0,1,1,0,1,-0.5892449532651208,-0.46533871576693986
1,1,0,0,0,0,1,0,0,1,0,1,-0.2680772246988437,0.16067830955904006
0,1,1,1,0,1,0,0,1,1,0,1,0.45795464146871295,0.1984786714091002
0,1,0,0,0,1,1,0,0,0,0,0,-0.34903527482163427,1.1026706488317686
0,0,0,1,0,1,1,0,1,1,0,0,0.7124327657913686,0.570041220604477
0,1,0,0,1,0,1,0,1,1,0,0,-1.407081610065223,-1.2277464505464428
0,0,0,0,0,0,1,0,1,1,0,0,0.18030084521813974,-0.5986208931992975
1,1,0,0,0,1,1,0,1,1,0,0,1.1131605275373568,1.5018085449990302
0,0,1,0,0,1,1,0,1,1,0,0,0.3472754177333313,-0.2573902052307731
0,0,0,0,0,0,0,0,0,0,0,1,1.5310739795982415,-1.1597833930781045
0,1,0,0,0,1,1,0,0,0,0,1,1.0879846750447235,-0.2930935569299086
0,0,0,1,0,1,1,0,1,1,0,0,1.8655527776685854,-1.1890329779358626
0,0,0,0,0,1,1,0,0,1,0,1,-1.0095846098002839,0.19387848389567508
0,1,0,0,0,1,1,0,1,1,0,1,0.15419096917740235,1.586383598859179
1,1,0,1,0,1,1,0,0,1,0,0,-0.7130893497232413,-0.7588307141106871
0,1,0,0,0,0,1,0,1,1,0,1,1.7634292381857908,-1.1592701980744176
0,0,0,0,0,1,1,0,1,1,0,0,-2.08149362951541,-0.4762337423503454
0,0,1,0,0,1,1,0,0,1,0,0,0.4090995375894066,1.0877457287594847
0,1,1,0,0,0,0,0,1,1,0,1,1.9991797409835086,-0.4762595745429738
0,0,0,0,0,0,1,0,1,1,0,0,-0.6717188363803512,0.18444368575982836
0,1,0,0,0,1,1,0,0,1,0,1,0.005304351669359207,2.0621935786775865
0,0,0,0,0,1,1,0,1,1,0,1,-0.6165742268466327,-2.2745209176289465
0,0,0,0,0,1,1,0,1,1,0,0,0.3617651288389553,0.5966320309112881
0,0,0,0,0,0,1,0,0,1,0,1,-1.446626938206034,-1.9620640258397073
0,0,0,0,0,1,1,0,0,1,0,1,0.533851319669552,-0.45618286021143123
0,0,0,1,0,0,0,0,1,0,0,0,1.006914868459204,-0.7651741541118182
0,0,0,0,1,1,1,0,1,0,0,0,-0.27818829816460344,-2.850729063708042
0,0,0,1,0,1,1,0,0,1,0,0,0.6360462283012347,-0.2465969221398404
0,0,0,0,0,1,1,0,0,1,0,0,1.5510216259510443,-0.9670350259053034
0,0,0,0,1,1,1,0,1,1,0,0,3.064172823407574,0.4692910186828202
0,1,0,1,0,0,0,0,0,1,0,1,0.14323893195237264,2.2050935629638553
0,0,0,0,0,1,1,0,0,1,0,0,-0.7163406176281136,-1.3534015512532749
0,0,0,0,0,1,1,0,0,1,0,0,-0.7445680841247241,0.6386440502940608
0,0,1,1,0,0,1,0,0,1,0,1,0.3965099068523465,-1.903560944920291
0,0,0,0,1,1,1,0,1,1,0,1,-0.657609404294478,-0.9215962703435852
0,0,0,0,0,0,1,0,1,1,0,0,-1.6628522596601953,-0.18915336274956615
0,0,0,0,0,1,1,0,1,1,0,0,-1.0734180958979582,-0.8750737757121266
1,0,0,0,0,1,1,0,1,1,0,0,-0.3381293368431897,2.2256459161527777
0,1,0,0,0,1,1,0,0,1,0,0,-0.4012630987890403,-0.12710695801927882
0,0,0,0,1,1,1,0,0,1,0,0,-0.07531439046365308,-0.8315469270064403
0,0,0,0,0,1,1,0,1,0,0,1,1.280160679451398,-0.1040581561729223
1,0,0,0,0,0,1,0,0,1,0,1,-1.2722443805274637,0.2212414017160708
0,0,0,0,0,0,1,0,0,0,0,1,-1.1075540215535775,0.8932711665255676
0,0,0,1,0,1,0,0,1,0,0,0,-0.9086345674501156,-0.20995824646977343
0,1,0,0,1,1,1,0,0,1,0,1,-0.015613866693044707,0.6991312008415558
1,0,1,1,1,0,1,0,0,1,0,0,0.15161454140485994,-0.38732628333950697
0,0,0,0,0,1,1,0,0,0,0,0,0.1733653779923969,0.6530263418709776
0,0,0,0,0,1,1,0,0,1,0,0,0.8258890696360492,0.03055610896224671
0,1,0,0,0,0,0,0,1,1,0,1,1.0750851281989326,-1.9548502037774391
0,0,1,0,1,0,1,0,1,1,0,0,-1.6295480911088904,1.1188971587446381
0,1,0,0,0,1,1,0,1,1,0,0,-0.8556803320233911,3.1126924727827485
1,1,0,0,0,1,1,0,0,1,0,1,-0.14306927191671578,0.33951410913334573
0,0,0,0,0,1,1,0,0,1,0,0,0.20637675828301832,-0.37196109992462706
0,0,0,0,0,1,1,0,1,1,0,0,0.4975709544400745,0.3274891490405225
0,0,0,1,0,0,1,0,1,1,0,0,2.4160373728980873,1.7261056636471266
1,0,1,0,1,1,0,0,1,1,0,0,1.1934910432796042,-1.406756825432738
1,0,0,1,0,1,1,0,1,0,0,0,0.31832335681138796,-0.6647784234959473
0,0,0,1,0,1,1,0,0,1,0,1,-0.4636441761191922,-0.26466345477724834
0,0,0,0,0,0,1,0,1,1,0,1,0.12745662393678034,-0.5015507557888128
0,0,0,0,1,1,1,0,0,1,0,0,-0.1922642777545688,0.5047970574836089
0,1,0,0,1,0,1,0,1,1,0,1,-0.6280128187827295,-1.4139388855235584
0,0,0,0,0,1,1,0,1,1,0,0,-0.2688973754049456,-0.19030951499457532
0,0,0,0,0,0,1,0,0,0,0,1,-1.0643908767792762,-0.42393260878114397
0,1,0,0,0,0,1,0,1,1,0,1,-0.9828653505407432,-0.8147763811414661
0,1,0,0,0,1,1,0,1,1,0,0,-0.46010802315091276,1.5773954598003102
0,0,0,0,1,1,1,0,1,1,0,1,-0.8555067478597401,-0.4493710549567087
0,0,0,0,0,1,1,0,1,0,0,0,0.042770137215390955,0.3645876259000677
0,0,0,0,0,0,1,0,0,0,0,0,-0.13193556125554365,0.30834144164696686
0,1,0,1,1,1,1,0,0,1,0,0,2.4107349844090793,0.8209964965192091
0,0,0,0,0,0,1,0,0,1,0,0,-0.4801890630813757,0.2146513010354325
1,1,0,1,0,1,1,0,1,1,0,0,0.8073723141802728,-1.7774443014376664
1,0,0,0,0,1,0,0,0,1,0,0,0.7367454782315823,0.5673190030161673
0,0,0,1,0,0,1,0,1,1,0,0,1.176083590944027,0.7899973400109608
0,0,0,0,0,1,1,0,1,1,0,1,-0.5386180613628225,-0.24617845101492292
0,1,0,1,0,0,1,0,1,0,0,1,-1.052254872208534,-1.6413136283366556
0,0,0,0,0,1,0,0,1,1,0,1,0.8963928798091652,0.5324536185774377
0,0,0,0,1,1,1,0,0,1,0,0,0.21146776551759575,-0.3382254926589499
0,0,0,0,1,0,1,0,0,1,0,1,0.08635297600936548,1.5393065195087052
0,0,0,0,1,1,0,0,0,1,0,0,-0.5395954454746182,0.7523535568072505
0,1,0,0,1,1,0,0,0,1,0,1,0.4753139570537938,0.7779513244123372
0,0,0,1,0,0,1,0,1,1,0,1,0.3942251308676177,0.8974496286835225
0,0,1,1,1,1,1,0,1,1,0,0,-0.8053738178189265,1.006067074875701
0,0,0,0,0,0,0,0,1,1,0,1,-0.5258726649546703,1.7811280588280776
0,0,0,0,0,1,1,0,0,1,0,1,-0.6914447488854336,-0.6072104223163713
0,0,0,0,0,1,1,0,0,1,0,1,-1.0278455831411413,-0.7436192763229024
0,1,0,0,0,1,1,0,1,1,0,1,0.4953246933722606,0.4382345950034095
0,0,0,0,0,0,1,0,0,1,0,0,-0.27303616698514754,0.16569548523575314
0,0,0,0,0,0,1,0,0,1,0,0,-0.30234387681270686,1.9906619562255683
0,0,1,0,1,0,1,0,0,1,0,0,-1.2861034324317746,-0.6285038967135995
0,1,0,0,1,1,1,0,1,1,0,0,-1.8843804308131114,1.1136792600930678
0,1,0,0,0,1,1,0,1,1,0,0,-0.9590885386763841,0.22574774258258198
0,0,0,0,0,1,0,0,0,0,0,0,1.3381020984921745,-0.5118778900280595
0,0,0,0,0,0,1,0,0,1,0,1,-1.8033371029471248,-0.5952571548815033
0,1,0,1,0,0,1,0,1,1,0,1,0.6705911834474171,-1.2570487672619026
0,0,0,0,0,0,1,0,1,0,0,0,1.162044987536811,-0.5998410457843938
0,0,0,0,0,1,1,0,1,1,0,0,-0.27400916206956444,0.1741593894197613
0,0,0,0,1,1,1,0,0,1,0,1,0.3581371369994483,-0.25134319210265754
0,0,0,0,1,0,1,0,1,1,0,0,-0.009584861747822472,1.7061625531210673
0,0,0,0,1,0,1,0,1,1,0,0,-0.9068519177769576,1.032025713579018
0,0,0,0,0,1,0,0,0,1,0,1,0.18166853545659772,-0.6211259169789347
